sigma,scores
0.163,0.9152218630620041
0.164,0.9152218630620041
0.165,0.9152218630620041
0.166,0.9152218630620041
0.167,0.9152218630620041
0.168,0.9152218630620041
0.169,0.9121730825741993
0.17,0.9121730825741993
0.171,0.9121730825741993
0.17200000000000001,0.9121730825741993
0.17300000000000001,0.9091243020863943
0.17400000000000002,0.9091243020863943
0.17500000000000002,0.9091243020863943
0.176,0.9091243020863943
0.177,0.9091243020863943
0.178,0.9091243020863943
0.179,0.9091243020863943
0.18,0.9091243020863943
0.181,0.9091243020863943
0.182,0.9091243020863943
0.183,0.9091243020863943
0.184,0.9091243020863943
0.185,0.9091243020863943
0.186,0.9091243020863943
0.187,0.9091243020863943
0.188,0.9091243020863943
0.189,0.9091243020863943
0.19,0.9091243020863943
0.191,0.9091243020863943
0.192,0.9091243020863943
0.193,0.9091243020863943
0.194,0.9091243020863943
0.195,0.9091243020863943
0.196,0.9091243020863943
0.197,0.9091243020863943
0.198,0.9091243020863943
0.199,0.9091243020863943
0.2,0.9091243020863943
0.201,0.9091243020863943
0.202,0.9121363502791654
0.203,0.9121363502791654
0.20400000000000001,0.9121363502791654
0.20500000000000002,0.9121363502791654
0.20600000000000002,0.9121363502791654
0.20700000000000002,0.9121363502791654
0.20800000000000002,0.9121363502791654
0.209,0.9121363502791654
0.21,0.9121363502791654
0.211,0.9121363502791654
0.212,0.9121363502791654
0.213,0.9121363502791654
0.214,0.9121363502791654
0.215,0.9121363502791654
0.216,0.9121363502791654
0.217,0.9121363502791654
0.218,0.9121363502791654
0.219,0.9121363502791654
0.22,0.9121363502791654
0.221,0.9121363502791654
0.222,0.9091243020863943
0.223,0.9030634734058184
0.224,0.9030634734058184
0.225,0.9030634734058184
0.226,0.9000514252130473
0.227,0.9000514252130473
0.228,0.9000514252130473
0.229,0.9000514252130473
0.23,0.9000514252130473
0.231,0.9000514252130473
0.232,0.9000514252130473
0.233,0.9000514252130473
0.234,0.8970026447252424
0.23500000000000001,0.8970026447252424
0.23600000000000002,0.8970026447252424
0.23700000000000002,0.8970026447252424
0.23800000000000002,0.8970026447252424
0.23900000000000002,0.8970026447252424
0.24,0.8970026447252424
0.241,0.8939538642374375
0.242,0.8909418160446665
0.243,0.8909418160446665
0.244,0.8878930355568616
0.245,0.8878930355568616
0.246,0.8878930355568616
0.247,0.8878930355568616
0.248,0.8878930355568616
0.249,0.8878930355568616
0.25,0.8878930355568616
0.251,0.8909050837496326
0.252,0.8909050837496326
0.253,0.8909050837496326
0.254,0.8909050837496326
0.255,0.8909050837496326
0.256,0.8909050837496326
0.257,0.8909050837496326
0.258,0.8909050837496326
0.259,0.8939538642374375
0.26,0.8939538642374375
0.261,0.8939538642374375
0.262,0.8939538642374375
0.263,0.8939538642374375
0.264,0.8939538642374375
0.265,0.8939538642374375
0.266,0.8939538642374375
0.267,0.8939538642374375
0.268,0.8939538642374375
0.269,0.8939538642374375
0.27,0.8939538642374375
0.271,0.8939538642374375
0.272,0.8939538642374375
0.273,0.8939538642374375
0.274,0.8939538642374375
0.275,0.8939538642374375
0.276,0.8939538642374375
0.277,0.8939538642374375
0.278,0.8939538642374375
0.279,0.8939538642374375
0.28,0.8939538642374375
0.281,0.8939538642374375
0.28200000000000003,0.8939538642374375
0.28300000000000003,0.8939538642374375
0.28400000000000003,0.8939538642374375
0.28500000000000003,0.8939538642374375
0.28600000000000003,0.8939538642374375
0.28700000000000003,0.8939538642374375
0.28800000000000003,0.8909050837496326
0.289,0.8909050837496326
0.29,0.8909050837496326
0.291,0.8909050837496326
0.292,0.8909050837496326
0.293,0.8909050837496326
0.294,0.8878563032618277
0.295,0.8878563032618277
0.296,0.8878563032618277
0.297,0.8878563032618277
0.298,0.8878563032618277
0.299,0.8878563032618277
0.3,0.8878563032618277
0.301,0.8878563032618277
0.302,0.8878563032618277
0.303,0.8878563032618277
0.304,0.8878563032618277
0.305,0.8878563032618277
0.306,0.8878563032618277
0.307,0.8878563032618277
0.308,0.8878563032618277
0.309,0.8878563032618277
0.31,0.8878563032618277
0.311,0.8878563032618277
0.312,0.8878563032618277
0.313,0.8878563032618277
0.314,0.8878563032618277
0.315,0.8878563032618277
0.316,0.8878563032618277
0.317,0.8878563032618277
0.318,0.8878563032618277
0.319,0.8878563032618277
0.32,0.8848075227740229
0.321,0.8848075227740229
0.322,0.8848075227740229
0.323,0.8848075227740229
0.324,0.8848075227740229
0.325,0.8848075227740229
0.326,0.8848075227740229
0.327,0.8848075227740229
0.328,0.8848075227740229
0.329,0.8848075227740229
0.33,0.8848075227740229
0.331,0.8848075227740229
0.332,0.8848075227740229
0.333,0.8848075227740229
0.334,0.8848075227740229
0.335,0.8848075227740229
0.336,0.8848075227740229
0.337,0.8848075227740229
0.338,0.8848075227740229
0.339,0.8848075227740229
0.34,0.8848075227740229
0.341,0.8848075227740229
0.342,0.8848075227740229
0.343,0.8848075227740229
0.34400000000000003,0.8848075227740229
0.34500000000000003,0.8848075227740229
0.34600000000000003,0.8848075227740229
0.34700000000000003,0.8848075227740229
0.34800000000000003,0.8848075227740229
0.34900000000000003,0.8848075227740229
0.35000000000000003,0.8848075227740229
0.35100000000000003,0.8848075227740229
0.352,0.8848075227740229
0.353,0.8848075227740229
0.354,0.8848075227740229
0.355,0.8848075227740229
0.356,0.8848075227740229
0.357,0.8848075227740229
0.358,0.8848075227740229
0.359,0.8848075227740229
0.36,0.8848075227740229
0.361,0.8848075227740229
0.362,0.8848075227740229
0.363,0.8848075227740229
0.364,0.8848075227740229
0.365,0.8848075227740229
0.366,0.8848075227740229
0.367,0.881758742286218
0.368,0.881758742286218
0.369,0.8847707904789891
0.37,0.8847707904789891
0.371,0.8847707904789891
0.372,0.8847707904789891
0.373,0.8847707904789891
0.374,0.8847707904789891
0.375,0.8847707904789891
0.376,0.8847707904789891
0.377,0.8847707904789891
0.378,0.8847707904789891
0.379,0.8847707904789891
0.38,0.8847707904789891
0.381,0.8847707904789891
0.382,0.8847707904789891
0.383,0.8847707904789891
0.384,0.8847707904789891
0.385,0.8847707904789891
0.386,0.8847707904789891
0.387,0.8817220099911842
0.388,0.8817220099911842
0.389,0.8817220099911842
0.39,0.8817220099911842
0.391,0.8817220099911842
0.392,0.8817220099911842
0.393,0.8817220099911842
0.394,0.8817220099911842
0.395,0.8817220099911842
0.396,0.8817220099911842
0.397,0.8817220099911842
0.398,0.8817220099911842
0.399,0.8817220099911842
0.4,0.8817220099911842
0.401,0.8847340581839552
0.402,0.8847340581839552
0.403,0.8847340581839552
0.404,0.8847340581839552
0.405,0.8847340581839552
0.406,0.8847340581839552
0.40700000000000003,0.8847340581839552
0.40800000000000003,0.8847340581839552
0.40900000000000003,0.8847340581839552
0.41000000000000003,0.8847340581839552
0.41100000000000003,0.8847340581839552
0.41200000000000003,0.8847340581839552
0.41300000000000003,0.8847340581839552
0.41400000000000003,0.8847340581839552
0.41500000000000004,0.8847340581839552
0.41600000000000004,0.8847340581839552
0.417,0.8847340581839552
0.418,0.8847340581839552
0.419,0.8847340581839552
0.42,0.8847340581839552
0.421,0.8847340581839552
0.422,0.8817220099911842
0.423,0.8817220099911842
0.424,0.8817220099911842
0.425,0.8817220099911842
0.426,0.8817220099911842
0.427,0.8817220099911842
0.428,0.8817220099911842
0.429,0.8817220099911842
0.43,0.8817220099911842
0.431,0.8817220099911842
0.432,0.8817220099911842
0.433,0.8817220099911842
0.434,0.8817220099911842
0.435,0.8817220099911842
0.436,0.8817220099911842
0.437,0.8817220099911842
0.438,0.8817220099911842
0.439,0.8817220099911842
0.44,0.8817220099911842
0.441,0.8817220099911842
0.442,0.8817220099911842
0.443,0.8817220099911842
0.444,0.8817220099911842
0.445,0.8817220099911842
0.446,0.8786732295033793
0.447,0.8786732295033793
0.448,0.8756244490155745
0.449,0.8756244490155745
0.45,0.8756244490155745
0.451,0.8756244490155745
0.452,0.8756244490155745
0.453,0.8756244490155745
0.454,0.8756244490155745
0.455,0.8756244490155745
0.456,0.8756244490155745
0.457,0.8756244490155745
0.458,0.8756244490155745
0.459,0.8756244490155745
0.46,0.8756244490155745
0.461,0.8756244490155745
0.462,0.8756244490155745
0.463,0.8756244490155745
0.464,0.8756244490155745
0.465,0.8756244490155745
0.466,0.8756244490155745
0.467,0.8756244490155745
0.468,0.8756244490155745
0.46900000000000003,0.8756244490155745
0.47000000000000003,0.8756244490155745
0.47100000000000003,0.8756244490155745
0.47200000000000003,0.8756244490155745
0.47300000000000003,0.8756244490155745
0.47400000000000003,0.8725756685277696
0.47500000000000003,0.8725756685277696
0.47600000000000003,0.8725756685277696
0.47700000000000004,0.8725756685277696
0.47800000000000004,0.8725756685277696
0.47900000000000004,0.8725756685277696
0.48,0.8725756685277696
0.481,0.8725756685277696
0.482,0.8725756685277696
0.483,0.8725756685277696
0.484,0.8725756685277696
0.485,0.8725756685277696
0.486,0.8725756685277696
0.487,0.8725756685277696
0.488,0.8725756685277696
0.489,0.8725756685277696
0.49,0.8725756685277696
0.491,0.8725756685277696
0.492,0.8725756685277696
0.493,0.8725756685277696
0.494,0.8725756685277696
0.495,0.8725756685277696
0.496,0.8695268880399647
0.497,0.8725389362327357
0.498,0.8725389362327357
0.499,0.8725389362327357
0.5,0.8725389362327357
0.501,0.8725389362327357
0.502,0.8725389362327357
0.503,0.8725389362327357
0.504,0.8725389362327357
0.505,0.8725389362327357
0.506,0.8725389362327357
0.507,0.8725389362327357
0.508,0.8725389362327357
0.509,0.8725389362327357
0.51,0.8725389362327357
0.511,0.8695268880399647
0.512,0.8695268880399647
0.513,0.8695268880399647
0.514,0.8695268880399647
0.515,0.8695268880399647
0.516,0.8695268880399647
0.517,0.8695268880399647
0.518,0.8695268880399647
0.519,0.8695268880399647
0.52,0.8695268880399647
0.521,0.8664781075521599
0.522,0.8664781075521599
0.523,0.8664781075521599
0.524,0.8664781075521599
0.525,0.8664781075521599
0.526,0.8664781075521599
0.527,0.8664781075521599
0.528,0.8664781075521599
0.529,0.8634293270643549
0.53,0.8603805465765502
0.531,0.8603805465765502
0.532,0.8603805465765502
0.533,0.8603805465765502
0.534,0.8603805465765502
0.535,0.8603805465765502
0.536,0.857368498383779
0.537,0.857368498383779
0.538,0.857368498383779
0.539,0.857368498383779
0.54,0.857368498383779
0.541,0.854319717895974
0.542,0.854319717895974
0.543,0.854319717895974
0.544,0.854319717895974
0.545,0.854319717895974
0.546,0.854319717895974
0.547,0.854319717895974
0.548,0.854319717895974
0.549,0.854319717895974
0.55,0.854319717895974
0.551,0.854319717895974
0.552,0.854319717895974
0.553,0.854319717895974
0.554,0.854319717895974
0.555,0.854319717895974
0.556,0.8573317660887452
0.557,0.8573317660887452
0.558,0.8573317660887452
0.559,0.8573317660887452
0.56,0.8573317660887452
0.561,0.8573317660887452
0.562,0.8573317660887452
0.5630000000000001,0.8573317660887452
0.5640000000000001,0.8573317660887452
0.5650000000000001,0.8573317660887452
0.5660000000000001,0.8573317660887452
0.5670000000000001,0.8573317660887452
0.5680000000000001,0.8573317660887452
0.5690000000000001,0.8573317660887452
0.5700000000000001,0.8573317660887452
0.5710000000000001,0.8573317660887452
0.5720000000000001,0.8573317660887452
0.5730000000000001,0.8573317660887452
0.5740000000000001,0.8573317660887452
0.5750000000000001,0.8573317660887452
0.5760000000000001,0.8573317660887452
0.577,0.8573317660887452
0.578,0.8573317660887452
0.579,0.8573317660887452
0.58,0.8573317660887452
0.581,0.8573317660887452
0.582,0.8603438142815163
0.583,0.8603438142815163
0.584,0.8603438142815163
0.585,0.8603438142815163
0.586,0.8603438142815163
0.587,0.8573317660887452
0.588,0.8573317660887452
0.589,0.8573317660887452
0.59,0.8573317660887452
0.591,0.8603438142815163
0.592,0.8603438142815163
0.593,0.8603438142815163
0.594,0.8603438142815163
0.595,0.8603438142815163
0.596,0.8603438142815163
0.597,0.8603438142815163
0.598,0.8603438142815163
0.599,0.8603438142815163
0.6,0.8542829856009404
0.601,0.8542829856009404
0.602,0.8542829856009404
0.603,0.8542829856009404
0.604,0.8542829856009404
0.605,0.8542829856009404
0.606,0.8542829856009404
0.607,0.8542829856009404
0.608,0.8542829856009404
0.609,0.8572950337937113
0.61,0.8572950337937113
0.611,0.8633191301792535
0.612,0.8633191301792535
0.613,0.8633191301792535
0.614,0.8572950337937113
0.615,0.8572950337937113
0.616,0.8603070819864824
0.617,0.8603070819864824
0.618,0.8603070819864824
0.619,0.8603070819864824
0.62,0.8572950337937113
0.621,0.7699456362033499
0.622,0.766933588010579
0.623,0.766933588010579
0.624,0.766933588010579
0.625,0.766933588010579
0.626,0.766933588010579
0.627,0.766933588010579
0.628,0.763884807522774
0.629,0.763884807522774
0.63,0.763884807522774
0.631,0.763884807522774
0.632,0.763884807522774
0.633,0.763884807522774
0.634,0.763884807522774
0.635,0.763884807522774
0.636,0.763884807522774
0.637,0.763884807522774
0.638,0.763884807522774
0.639,0.763884807522774
0.64,0.763884807522774
0.641,0.763884807522774
0.642,0.763884807522774
0.643,0.763884807522774
0.644,0.7668968557155451
0.645,0.7668968557155451
0.646,0.7668968557155451
0.647,0.763884807522774
0.648,0.763884807522774
0.649,0.763884807522774
0.65,0.6855715545107257
0.651,0.6795474581251837
0.652,0.6765354099324126
0.653,0.6765354099324126
0.654,0.6765354099324126
0.655,0.6765354099324126
0.656,0.6765354099324126
0.657,0.6765354099324126
0.658,0.6765354099324126
0.659,0.6765354099324126
0.66,0.6765354099324126
0.661,0.6765354099324126
0.662,0.6765354099324126
0.663,0.6765354099324126
0.664,0.6765354099324126
0.665,0.6765354099324126
0.666,0.6765354099324126
0.667,0.6765354099324126
0.668,0.6765354099324126
0.669,0.6765354099324126
0.67,0.6765354099324126
0.671,0.6795841904202173
0.672,0.6795841904202173
0.673,0.6795841904202173
0.674,0.6795841904202173
0.675,0.6765721422274464
0.676,0.6765721422274464
0.677,0.6765721422274464
0.678,0.6735233617396414
0.679,0.6735233617396414
0.68,0.6735233617396414
0.681,0.6765721422274464
0.682,0.6735233617396414
0.683,0.6735233617396414
0.684,0.6735233617396414
0.685,0.6735233617396414
0.686,0.6735233617396414
0.687,0.6735233617396414
0.6880000000000001,0.6735233617396414
0.6890000000000001,0.6735233617396414
0.6900000000000001,0.6735233617396414
0.6910000000000001,0.6735233617396414
0.6920000000000001,0.6735233617396414
0.6930000000000001,0.6735233617396414
0.6940000000000001,0.6735233617396414
0.6950000000000001,0.6735233617396414
0.6960000000000001,0.6735233617396414
0.6970000000000001,0.6735233617396414
0.6980000000000001,0.6735233617396414
0.6990000000000001,0.6735233617396414
0.7000000000000001,0.6705113135468703
0.7010000000000001,0.6705113135468703
0.7020000000000001,0.6705113135468703
0.7030000000000001,0.6705113135468703
0.704,0.6705113135468703
0.705,0.6705113135468703
0.706,0.6705113135468703
0.707,0.6705113135468703
0.708,0.6705113135468703
0.709,0.6705113135468703
0.71,0.6735233617396414
0.711,0.6735233617396414
0.712,0.6735233617396414
0.713,0.6735233617396414
0.714,0.6765721422274464
0.715,0.6765721422274464
0.716,0.6765721422274464
0.717,0.6765721422274464
0.718,0.6765721422274464
0.719,0.6796209227152512
0.72,0.6796209227152512
0.721,0.6796209227152512
0.722,0.6796209227152512
0.723,0.6796209227152512
0.724,0.6796209227152512
0.725,0.6796209227152512
0.726,0.6796209227152512
0.727,0.6796209227152512
0.728,0.6796209227152512
0.729,0.6796209227152512
0.73,0.6796209227152512
0.731,0.6796209227152512
0.732,0.6796209227152512
0.733,0.6766088745224801
0.734,0.6766088745224801
0.735,0.6766088745224801
0.736,0.6766088745224801
0.737,0.6766088745224801
0.738,0.6766088745224801
0.739,0.6766088745224801
0.74,0.6766088745224801
0.741,0.6735600940346753
0.742,0.6735600940346753
0.743,0.6735600940346753
0.744,0.6735600940346753
0.745,0.6766088745224801
0.746,0.6766088745224801
0.747,0.6766088745224801
0.748,0.6766088745224801
0.749,0.6766088745224801
0.75,0.6766088745224801
0.751,0.6766088745224801
0.752,0.6766088745224801
0.753,0.6766088745224801
0.754,0.6766088745224801
0.755,0.6766088745224801
0.756,0.6766088745224801
0.757,0.6766088745224801
0.758,0.6766088745224801
0.759,0.6766088745224801
0.76,0.6827064354980898
0.761,0.6827064354980898
0.762,0.6827064354980898
0.763,0.6827064354980898
0.764,0.6827064354980898
0.765,0.6827064354980898
0.766,0.6827064354980898
0.767,0.6827064354980898
0.768,0.6827064354980898
0.769,0.6827064354980898
0.77,0.6827064354980898
0.771,0.6827064354980898
0.772,0.68270643549809
0.773,0.5973405818395534
0.774,0.5973405818395534
0.775,0.5973405818395534
0.776,0.5973405818395534
0.777,0.5973405818395534
0.778,0.5973405818395534
0.779,0.5973405818395534
0.78,0.5973405818395534
0.781,0.5973405818395534
0.782,0.5973405818395534
0.783,0.5973405818395534
0.784,0.5973405818395534
0.785,0.5973405818395534
0.786,0.5973405818395534
0.787,0.5973405818395534
0.788,0.5973405818395534
0.789,0.5973405818395534
0.79,0.5973405818395534
0.791,0.5973405818395534
0.792,0.5973405818395534
0.793,0.5973405818395534
0.794,0.5973405818395534
0.795,0.5973405818395534
0.796,0.5973405818395534
0.797,0.5973405818395534
0.798,0.5973405818395534
0.799,0.5973405818395534
0.8,0.5973405818395534
0.801,0.5973405818395534
0.802,0.5973405818395534
0.803,0.5973405818395534
0.804,0.5973405818395534
0.805,0.5973405818395534
0.806,0.5973405818395534
0.807,0.5973405818395534
0.808,0.5973405818395534
0.809,0.5973405818395534
0.81,0.5973405818395534
0.811,0.5973405818395534
0.812,0.5973405818395534
0.8130000000000001,0.5973405818395534
0.8140000000000001,0.5973405818395534
0.8150000000000001,0.5973405818395534
0.8160000000000001,0.5973405818395534
0.8170000000000001,0.5973405818395534
0.8180000000000001,0.5973405818395534
0.8190000000000001,0.5973405818395534
0.8200000000000001,0.5973405818395534
0.8210000000000001,0.5973405818395534
0.8220000000000001,0.5973405818395534
0.8230000000000001,0.5973405818395534
0.8240000000000001,0.5973405818395534
0.8250000000000001,0.5973405818395534
0.8260000000000001,0.5973405818395534
0.8270000000000001,0.5973405818395534
0.8280000000000001,0.5973405818395534
0.8290000000000001,0.5973405818395534
0.8300000000000001,0.5973405818395534
0.8310000000000001,0.5973405818395534
0.8320000000000001,0.5973405818395534
0.833,0.5973405818395534
0.834,0.5973405818395534
0.835,0.5973405818395534
0.836,0.5973405818395534
0.837,0.5973405818395534
0.838,0.5973405818395534
0.839,0.5973405818395534
0.84,0.5943285336467823
0.841,0.5943285336467823
0.842,0.5943285336467823
0.843,0.5943285336467823
0.844,0.5943285336467823
0.845,0.5943285336467823
0.846,0.5943285336467823
0.847,0.5943285336467823
0.848,0.5943285336467823
0.849,0.5943285336467823
0.85,0.5943285336467823
0.851,0.5943285336467823
0.852,0.5943285336467823
0.853,0.5943285336467823
0.854,0.5943285336467823
0.855,0.5943285336467823
0.856,0.5943285336467823
0.857,0.5943285336467823
0.858,0.5943285336467823
0.859,0.5943285336467823
0.86,0.5943285336467823
0.861,0.5943285336467823
0.862,0.5943285336467823
0.863,0.5943285336467823
0.864,0.5943285336467823
0.865,0.5943285336467823
0.866,0.5943285336467823
0.867,0.5943285336467823
0.868,0.5912797531589774
0.869,0.5912797531589774
0.87,0.5882677049662064
0.871,0.5882677049662064
0.872,0.5882677049662064
0.873,0.5882677049662064
0.874,0.5882677049662064
0.875,0.5882677049662064
0.876,0.5882677049662064
0.877,0.5882677049662064
0.878,0.5882677049662064
0.879,0.5882677049662064
0.88,0.5882677049662064
0.881,0.5882677049662064
0.882,0.5882677049662064
0.883,0.5882677049662064
0.884,0.5852556567734353
0.885,0.5852556567734353
0.886,0.5852556567734353
0.887,0.5852556567734353
0.888,0.5852556567734353
0.889,0.5852556567734353
0.89,0.5852556567734353
0.891,0.5822436085806642
0.892,0.5822436085806642
0.893,0.5822436085806642
0.894,0.5822436085806642
0.895,0.5822436085806642
0.896,0.5822436085806642
0.897,0.5822436085806642
0.898,0.5822436085806642
0.899,0.5822436085806642
0.9,0.5822436085806642
0.901,0.5822436085806642
0.902,0.5822436085806642
0.903,0.5822436085806642
0.904,0.5822436085806642
0.905,0.5822436085806642
0.906,0.5822436085806642
0.907,0.5822436085806642
0.908,0.5822436085806642
0.909,0.5822436085806642
0.91,0.5822436085806642
0.911,0.5822436085806642
0.912,0.5822436085806642
0.913,0.5822436085806642
0.914,0.5822436085806642
0.915,0.5822436085806642
0.916,0.5822436085806642
0.917,0.5822436085806642
0.918,0.5822436085806642
0.919,0.5822436085806642
0.92,0.5822436085806642
0.921,0.5822436085806642
0.922,0.5822436085806642
0.923,0.5822436085806642
0.924,0.5822436085806642
0.925,0.5822436085806642
0.926,0.5822436085806642
0.927,0.5822436085806642
0.928,0.5822436085806642
0.929,0.5822436085806642
0.93,0.5822436085806642
0.931,0.5822436085806642
0.932,0.5822436085806642
0.933,0.5822436085806642
0.934,0.5822436085806642
0.935,0.5822436085806642
0.936,0.5822436085806642
0.937,0.5822436085806642
0.9380000000000001,0.5822436085806642
0.9390000000000001,0.5822436085806642
0.9400000000000001,0.5822436085806642
0.9410000000000001,0.5822436085806642
0.9420000000000001,0.5822436085806642
0.9430000000000001,0.5822436085806642
0.9440000000000001,0.5822436085806642
0.9450000000000001,0.5822436085806642
0.9460000000000001,0.5822436085806642
0.9470000000000001,0.5822436085806642
0.9480000000000001,0.5822436085806642
0.9490000000000001,0.5822436085806642
0.9500000000000001,0.5822436085806642
0.9510000000000001,0.5822436085806642
0.9520000000000001,0.5822436085806642
0.9530000000000001,0.5822436085806642
0.9540000000000001,0.5822436085806642
0.9550000000000001,0.5822436085806642
0.9560000000000001,0.5822436085806642
0.9570000000000001,0.5822436085806642
0.9580000000000001,0.5822436085806642
0.9590000000000001,0.5822436085806642
0.96,0.5822436085806642
0.961,0.5822436085806642
0.962,0.5822436085806642
0.963,0.5822436085806642
0.964,0.5822436085806642
0.965,0.5822436085806642
0.966,0.5822436085806642
0.967,0.5822436085806642
0.968,0.5822436085806642
0.969,0.5822436085806642
0.97,0.5822436085806642
0.971,0.5822436085806642
0.972,0.5822436085806642
0.973,0.5822436085806642
0.974,0.5822436085806642
0.975,0.5822436085806642
0.976,0.5822436085806642
0.977,0.5822436085806642
0.978,0.5822436085806642
0.979,0.5822436085806642
0.98,0.5822436085806642
0.981,0.579231560387893
0.982,0.579231560387893
0.983,0.579231560387893
0.984,0.5761827799000881
0.985,0.5761827799000881
0.986,0.5761827799000881
0.987,0.5761827799000881
0.988,0.5761827799000881
0.989,0.5761827799000881
0.99,0.5761827799000881
0.991,0.5761827799000881
0.992,0.5761827799000881
0.993,0.5761827799000881
0.994,0.5761827799000881
0.995,0.5761827799000881
0.996,0.5761827799000881
0.997,0.5761827799000881
0.998,0.5761827799000881
0.999,0.5761827799000881
1.0,0.5761827799000881
